pref_name,first_approval,dosed_ingredient,oral,parenteral,topical,first_in_class,smiles
MICONAZOLE NITRATE,1974,1,0,0,1,0,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1
BENZQUINAMIDE,1974,0,0,1,1,0,CCN(CC)C(=O)C1CN2CCc3cc(OC)c(OC)cc3C2CC1OC(C)=O
CLONIDINE HYDROCHLORIDE,1974,1,1,1,0,0,Clc1cccc(Cl)c1NC1=NCCN1
DACARBAZINE,1975,1,0,1,0,0,CN(C)N=Nc1[nH]cnc1C(N)=O
SULFACYTINE,1975,1,1,0,0,0,CCn1ccc(NS(=O)(=O)c2ccc(N)cc2)nc1=O
HYDROXYPROGESTERONE CAPROATE,1975,1,0,1,0,0,CCCCCC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3CC=C4CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
ESTRADIOL,1975,1,1,0,1,0,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O
BETAMETHASONE DIPROPIONATE,1975,1,0,0,1,0,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CC=C4CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
CARBIDOPA ANHYDROUS,1975,0,1,0,0,0,C[C@@](Cc1ccc(O)c(O)c1)(NN)C(=O)O
CLOTRIMAZOLE,1975,1,1,0,1,0,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1
TOBRAMYCIN,1975,1,0,1,1,0,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](N)C[C@@H]1O
DIGOXIN,1975,1,1,1,0,0,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O
CLONAZEPAM,1975,1,1,0,0,0,O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1
PEMOLINE,1975,1,1,0,0,0,Nc1nc(O)c(-c2ccccc2)o1
LOXAPINE,1975,1,1,1,1,0,CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1
OXYBUTYNIN,1975,1,1,0,1,0,CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1
DANAZOL,1976,1,1,0,0,0,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=Cc5oncc5C[C@]4(C)[C@H]3CC[C@@]21C
BECLOMETHASONE DIPROPIONATE,1976,1,0,0,1,0,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CC=C4CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@@]21C
FLUORESCEIN SODIUM,1976,1,0,1,0,0,O=C(O)c1ccccc1-c1c2ccc(=O)cc-2oc2cc(O)ccc12
FLUORESCEIN,1976,0,0,1,0,0,O=C1OC2(c3ccc(O)cc3Oc3cc(O)ccc32)c2ccccc21
GLUTETHIMIDE,1976,1,1,0,0,0,CCC1(c2ccccc2)CCC(=O)NC1=O
BENZYL BENZOATE,1976,1,0,0,1,0,O=C(OCc1ccccc1)c1ccccc1
LOMUSTINE,1976,1,1,0,0,0,O=NN(CCCl)C(=O)NC1CCCCC1
PROGESTERONE,1976,1,1,1,1,0,CC(=O)C1CC[C@H]2[C@@H]3CC=C4CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
FENOPROFEN CALCIUM,1976,1,1,0,0,0,CC(C(=O)O)c1cccc(Oc2ccccc2)c1
VIDARABINE,1976,1,0,1,1,0,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O
TICARCILLIN,1976,0,0,1,0,0,CC1(C)S[C@@H]2C(NC(=O)C(C(=O)O)c3ccsc3)C(=O)N2C1C(=O)O
LACTULOSE,1976,1,1,0,1,0,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)O[C@](O)(CO)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O
CHLORHEXIDINE,1976,0,0,0,1,0,N=C(N=C(N)NCCCCCCN=C(N)N=C(N)Nc1ccc(Cl)cc1)Nc1ccc(Cl)cc1
LOPERAMIDE HYDROCHLORIDE,1976,1,1,0,0,0,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1
PHENDIMETRAZINE TARTRATE,1976,1,1,0,0,0,C[C@H]1[C@H](c2ccccc2)OCCN1C
ETIDOCAINE HYDROCHLORIDE,1976,1,0,1,0,0,CCCN(CC)C(CC)C(=O)Nc1c(C)cccc1C
CHLOROXINE,1976,1,0,0,1,0,Oc1c(Cl)cc(Cl)c2cccnc12
TOLMETIN SODIUM,1976,1,1,0,0,0,Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1
PRAMOXINE HYDROCHLORIDE,1976,1,0,0,1,0,CCCCOc1ccc(OCCCN2CCOCC2)cc1
NAPROXEN,1976,1,1,0,0,0,COc1ccc2cc(C(C)C(=O)O)ccc2c1
PRAZOSIN,1976,0,1,0,0,0,COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC
CLOCORTOLONE PIVALATE,1977,1,0,0,1,0,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)C1C(=O)COC(=O)C(C)(C)C
LORAZEPAM,1977,1,1,1,0,0,O=C1N=C(c2ccccc2Cl)c2cc(Cl)ccc2NC1O
CIANIDANOL,1977,1,0,0,0,0,Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@@H](O)C2
CIMETIDINE HYDROCHLORIDE,1977,1,1,1,0,0,CN=C(NC#N)NCCSCc1[nH]cnc1C
ESTROPIPATE,1977,1,1,0,1,0,C[C@]12CC[C@@H]3c4ccc(OS(=O)(=O)O)cc4CC[C@H]3[C@@H]1CCC2=O
DISOPYRAMIDE PHOSPHATE,1977,1,1,0,0,0,CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C
CLEMASTINE FUMARATE,1977,1,1,0,0,0,CN1CCC[C@@H]1CCO[C@](C)(c1ccccc1)c1ccc(Cl)cc1
DESOXIMETASONE,1977,1,0,0,1,0,C[C@@H]1C[C@H]2[C@@H]3CC=C4CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)C1C(=O)CO
DINOPROSTONE,1977,1,0,1,1,0,CCCCC[C@H](O)/C=C/[C@@H]1C(C/C=C\CCCC(=O)O)C(=O)C[C@H]1O
DIFLORASONE DIACETATE,1977,1,0,0,1,0,CC(=O)OCC(=O)[C@@]1(OC(C)=O)[C@@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
PROBUCOL,1977,1,1,0,0,0,CC(C)(Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1
AZATADINE MALEATE,1977,1,1,0,0,0,CN1CCC(=C2c3ccccc3CCc3cccnc32)CC1
BACLOFEN,1977,1,1,1,0,0,NCC(CC(=O)O)c1ccc(Cl)cc1
CYCLOBENZAPRINE HYDROCHLORIDE,1977,1,1,0,0,0,CN(C)CCC=C1c2ccccc2C=Cc2ccccc21
TAMOXIFEN CITRATE,1977,1,1,0,0,0,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1
HYDROCORTISONE VALERATE,1978,1,0,0,1,0,CCCCC(=O)O[C@]1(C(=O)CO)CC[C@H]2[C@@H]3CC=C4CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
NATAMYCIN,1978,1,0,0,1,0,C[C@@H]1C/C=C/C=C/C=C/C=C/[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)C[C@H]3O[C@@H]3/C=C/C(=O)O1)C[C@H](O)C2C(=O)O
CEFAMANDOLE NAFATE,1978,0,0,1,0,0,Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)C(NC(=O)C(OC=O)c3ccccc3)[C@H]2SC1
TESTOSTERONE CYPIONATE,1978,1,0,1,0,0,C[C@]12CC[C@H]3[C@@H](CC=C4CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2OC(=O)CCC1CCCC1
BROMOCRIPTINE,1978,1,1,0,0,0,CC(C)CC1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)C3C=C4c5cccc6[nH]c(Br)c(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12
CEFADROXIL,1978,1,1,0,0,0,CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccc(O)cc3)[C@H]2SC1
TRIAZOLAM,1978,1,1,0,0,0,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2
DOBUTAMINE,1978,0,0,1,0,0,CC(CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1
SULINDAC,1978,1,1,0,0,0,CC1=C(CC(=O)O)c2cc(F)ccc2C1=Cc1ccc([S+](C)[O-])cc1
METRIZAMIDE,1978,1,0,1,0,0,CC(=O)Nc1c(I)c(C(=O)N[C@H]2C(O)O[C@H](CO)[C@@H](O)[C@@H]2O)c(I)c(N(C)C(C)=O)c1I
CEFOXITIN,1978,0,0,1,0,0,CO[C@@]1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@@H]21
METOPROLOL TARTRATE,1978,1,1,1,0,0,COCCc1ccc(OCC(O)CNC(C)C)cc1
FENCLOFENAC,1978,1,0,0,0,0,O=C(O)Cc1ccccc1Oc1ccc(Cl)cc1Cl
BUTORPHANOL TARTRATE,1978,1,0,1,1,0,Oc1ccc2c(c1)[C@@]13CCCC[C@@]1(O)[C@@H](C2)N(CC1CCC1)CC3
TIMOLOL,1978,1,1,0,1,0,CC(C)(C)NC[C@H](O)COc1nsnc1N1CCOCC1
CALCITRIOL,1978,1,1,1,1,0,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]23)C[C@@H](O)C[C@@H]1O
DIFENOXIN,1978,0,1,0,0,0,N#CC(CCN1CCC(C(=O)O)(c2ccccc2)CC1)(c1ccccc1)c1ccccc1
INDOPROFEN,1979,1,0,0,0,0,CC(C(=O)O)c1ccc(N2Cc3ccccc3C2=O)cc1
METOCLOPRAMIDE,1979,0,1,1,0,0,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC
SCOPOLAMINE,1979,1,0,0,1,0,CN1[C@@H]2C[C@@H](OC(=O)C(CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12
VERALIPRIDE,1979,1,0,0,0,0,C=CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)cc(OC)c1OC
SULOCTIDIL,1979,1,0,0,0,0,CCCCCCCCNC(C)C(O)c1ccc(SC(C)C)cc1
DAPSONE,1979,1,1,0,1,0,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1
ISOETHARINE,1979,0,0,0,1,0,CCC(NC(C)C)C(O)c1ccc(O)c(O)c1
ESTRADIOL CYPIONATE,1979,1,0,1,0,0,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2OC(=O)CCC1CCCC1
MINOXIDIL,1979,1,1,0,1,0,Nc1cc(N2CCCCC2)nc(N)[n+]1[O-]
TRIMIPRAMINE MALEATE,1979,1,1,0,0,0,CC(CN(C)C)CN1c2ccccc2CCc2ccccc21
NALBUPHINE HYDROCHLORIDE,1979,1,0,1,0,0,Oc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@@]4(O)[C@@H](C2)N(CC2CCC2)CC[C@]314
CARBOPROST,1979,0,0,1,0,0,CCCCC[C@](C)(O)/C=C/[C@@H]1[C@@H](C/C=C\CCCC(=O)O)[C@@H](O)C[C@H]1O
TICRYNAFEN,1979,1,0,0,0,0,O=C(O)COc1ccc(C(=O)c2cccs2)c(Cl)c1Cl
CYCLACILLIN,1979,1,1,0,0,0,CC1(C)S[C@@H]2C(NC(=O)C3(N)CCCCC3)C(=O)N2C1C(=O)O
NADOLOL,1979,1,1,0,0,0,CC(C)(C)NCC(O)COc1cccc2c1CC(O)C(O)C2
CEFACLOR ANHYDROUS,1979,0,1,0,0,0,NC(C(=O)NC1C(=O)N2C(C(=O)O)=C(Cl)CS[C@H]12)c1ccccc1
TETRAHYDROZOLINE,1979,0,0,0,1,0,c1ccc2c(c1)CCCC2C1=NCCN1
DAUNORUBICIN,1979,1,0,1,0,0,COc1cccc2c(O)c3c(c(O)c12)C(=O)C1=C(C[C@@](O)(C(C)=O)C[C@@H]1O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1)C3=O
ESTRONE,1979,1,0,1,0,0,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CCC2=O
METYROSINE,1979,1,1,0,0,0,C[C@](N)(Cc1ccc(O)cc1)C(=O)O
AMCINONIDE,1979,1,0,0,1,0,CC(=O)OCC(=O)[C@@]12OC3(CCCC3)O[C@@H]1C[C@H]1[C@@H]3CC=C4CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C
ZOMEPIRAC SODIUM,1980,1,0,0,0,0,Cc1cc(CC(=O)O)n(C)c1C(=O)c1ccc(Cl)cc1
CINEPAZIDE,1980,1,0,0,0,0,COc1cc(/C=C/C(=O)N2CCN(CC(=O)N3CCCC3)CC2)cc(OC)c1OC
CINOXACIN,1980,1,1,0,0,0,CCn1nc(C(=O)O)c(=O)c2cc3c(cc21)OCO3
AMINOGLUTETHIMIDE,1980,1,1,0,0,0,CCC1(c2ccc(N)cc2)CCC(=O)NC1=O
MAPROTILINE,1980,0,1,0,0,0,CNCCCC12CCC(c3ccccc31)c1ccccc12
OXAMNIQUINE,1980,1,1,0,0,0,CC(C)NCC1CCc2cc(CO)c([N+](=O)[O-])cc2N1
AMOXAPINE,1980,1,1,0,0,0,Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2
TRIFLURIDINE,1980,1,1,0,1,0,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1C(F)(F)F
BACAMPICILLIN,1980,0,1,0,0,0,CCOC(=O)OC(C)OC(=O)C1N2C(=O)C(NC(=O)C(N)c3ccccc3)[C@H]2SC1(C)C
DIPIVEFRIN,1980,0,0,0,1,0,CNCC(O)c1ccc(OC(=O)C(C)(C)C)c(OC(=O)C(C)(C)C)c1
PHENYLBUTAZONE,1980,1,1,0,0,0,CCCCc1c(O)n(-c2ccccc2)n(-c2ccccc2)c1=O
MECLOFENAMATE SODIUM,1980,1,1,0,0,0,Cc1ccc(Cl)c(Nc2ccccc2C(=O)O)c1Cl
CALCIFEDIOL ANHYDROUS,1980,0,1,0,0,0,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]12
CEFOTAXIME,1981,0,0,1,0,0,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@H]12)c1csc(N)n1
NIFEDIPINE,1981,1,1,0,0,0,COC(=O)C1=C(C)N=C(C)C(C(=O)OC)C1c1ccccc1[N+](=O)[O-]
KETOCONAZOLE,1981,1,1,0,1,0,CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1
PIPERACILLIN SODIUM,1981,1,0,1,0,0,CCN1CCN(C(=O)NC(C(=O)NC2C(=O)N3C(C(=O)O)C(C)(C)S[C@H]23)c2ccccc2)C(=O)C1=O
ALBUTEROL,1981,1,1,0,1,0,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1
SULFADOXINE,1981,1,1,0,0,0,COc1ncnc(NS(=O)(=O)c2ccc(N)cc2)c1OC
AMILORIDE,1981,0,1,0,0,0,N=C(N)NC(=O)c1nc(Cl)c(N)nc1N
MEZLOCILLIN,1981,1,0,1,0,0,CC1(C)S[C@@H]2C(NC(=O)C(NC(=O)N3CCN(S(C)(=O)=O)C3=O)c3ccccc3)C(=O)N2C1C(=O)O
TEMAZEPAM,1981,1,1,0,0,0,CN1C(=O)C(O)N=C(c2ccccc2)c2cc(Cl)ccc21
MITOMYCIN,1981,1,0,1,1,0,C=c1c(N)c(O)c2c(c1O)N1C[C@@H]3N[C@@H]3[C@]1(OC)C=2COC(N)=O
BUPRENORPHINE,1981,1,0,1,1,0,CO[C@@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5
ATENOLOL,1981,1,1,1,0,0,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1
ISOSULFAN BLUE,1981,0,0,1,0,0,CCN(CC)c1ccc(C(=C2C=CC(=[N+](CC)CC)C=C2)c2cc(S(=O)(=O)[O-])ccc2S(=O)(=O)O)cc1
FLUNISOLIDE,1981,1,0,0,1,0,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1
ALPROSTADIL,1981,1,0,1,1,0,CCCCC[C@H](O)/C=C/[C@@H]1C(CCCCCCC(=O)O)C(=O)C[C@H]1O
AMIKACIN SULFATE,1981,1,0,1,0,0,NCCC(O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O
ALPRAZOLAM,1981,1,1,0,0,0,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2
HALAZEPAM,1981,1,1,0,0,0,O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC(F)(F)F
ESTRAMUSTINE PHOSPHATE,1981,1,1,0,0,0,C[C@]12CC[C@@H]3c4ccc(OC(=O)N(CCCl)CCCl)cc4CC[C@H]3[C@@H]1CC[C@@H]2OP(=O)(O)O
GEMFIBROZIL,1981,1,1,0,0,0,Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1
TRAZODONE HYDROCHLORIDE,1981,1,1,0,0,0,O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12
VERAPAMIL HYDROCHLORIDE,1981,1,1,1,0,0,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC
CAPTOPRIL,1981,1,1,0,0,0,CC(CS)C(=O)N1CCCC1C(=O)O
DYCLONINE HYDROCHLORIDE,1982,1,0,0,1,0,CCCCOc1ccc(C(=O)CCN2CCCCC2)cc1
METHARBITAL,1982,1,1,0,0,0,CCC1(CC)C(=O)NC(=O)N(C)C1=O
LAPYRIUM CHLORIDE,1982,1,0,0,1,0,CCCCCCCCCCCC(=O)OCCNC(=O)C[n+]1ccccc1
METHICILLIN,1982,0,0,1,0,0,COc1cccc(OC)c1C(=O)NC1C(=O)N2C(C(=O)O)C(C)(C)S[C@H]12
GUANADREL,1982,0,1,0,0,0,N=C(N)NCC1COC2(CCCCC2)O1
CHLORAMPHENICOL PALMITATE,1982,1,1,0,0,0,CCCCCCCCCCCCCCCC(=O)OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)c1ccc([N+](=O)[O-])cc1
FLUMETHASONE PIVALATE,1982,1,0,0,1,0,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(=O)C(C)(C)C
ACETYLDIGITOXIN,1982,1,1,0,0,0,CC(=O)O[C@H]1C[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5CC[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)O[C@H](C)[C@H]1O
ECONAZOLE,1982,0,0,0,1,0,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1
BETAMETHASONE BENZOATE,1982,1,0,0,1,0,C[C@H]1C[C@H]2[C@@H]3CC=C4CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccccc1)C(=O)CO
METHYPRYLON,1982,1,1,0,0,0,CCC1(CC)C(=O)NCC(C)C1=O
SULFAPHENAZOLE,1982,1,1,0,0,0,Nc1ccc(S(=O)(=O)Nc2ccnn2-c2ccccc2)cc1
DYDROGESTERONE,1982,1,1,0,0,0,CC(=O)C1CC[C@H]2C3=CC=C4CC(=O)CC[C@@]4(C)[C@@H]3CC[C@]12C
PINDOLOL,1982,1,1,0,0,0,CC(C)NCC(O)COc1cccc2[nH]ccc12
ETHOPROPAZINE,1982,0,1,0,0,0,CCN(CC)C(C)CN1c2ccccc2Sc2ccccc21
HALOPROGIN,1982,1,0,0,1,0,Clc1cc(Cl)c(OCC#CI)cc1Cl
BUCLIZINE HYDROCHLORIDE,1982,1,1,0,0,0,CC(C)(C)c1ccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)cc1
HYDROCORTISONE BUTYRATE,1982,1,0,0,1,0,CCCC(=O)O[C@]1(C(=O)CO)CC[C@H]2[C@@H]3CC=C4CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
PHENYL AMINOSALICYLATE,1982,1,1,0,0,0,Nc1ccc(C(=O)Oc2ccccc2)c(O)c1
THIOPENTAL SODIUM,1982,1,0,0,1,0,CCCC(C)C1(CC)C(=O)NC(=S)NC1=O
DIBUCAINE,1982,0,0,1,0,0,CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1
BENOXAPROFEN,1982,1,0,0,0,0,CC(C(=O)O)c1ccc2oc(-c3ccc(Cl)cc3)nc2c1
DESOXYCORTICOSTERONE PIVALATE,1982,1,0,1,0,0,CC(C)(C)C(=O)OCC(=O)C1CC[C@H]2[C@@H]3CC=C4CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
ACYCLOVIR SODIUM,1982,1,0,1,0,0,Nc1nc(=O)c2ncn(COCCO)c2[nH]1
BETAZOLE,1982,0,0,1,0,0,NCCc1cc[nH]n1
MOXALACTAM DISODIUM,1982,1,0,1,0,0,CO[C@@]1(NC(=O)C(C(=O)O)c2ccc(O)cc2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CO[C@@H]21
ANILERIDINE PHOSPHATE,1982,1,0,1,0,0,CCOC(=O)C1(c2ccccc2)CCN(CCc2ccc(N)cc2)CC1
BENOXINATE HYDROCHLORIDE,1982,1,0,0,1,0,CCCCOc1cc(C(=O)OCCN(CC)CC)ccc1N
AZLOCILLIN SODIUM,1982,1,0,1,0,0,CC1(C)S[C@@H]2C(NC(=O)C(NC(=O)N3CCNC3=O)c3ccccc3)C(=O)N2C1C(=O)O
DIGITOXIN,1982,1,0,1,0,0,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5CC[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O
CARPHENAZINE MALEATE,1982,1,1,0,0,0,CCC(=O)c1ccc2c(c1)N(CCCN1CCN(CCO)CC1)c1ccccc1S2
CHLORPHENTERMINE,1982,0,1,0,0,0,CC(C)(N)Cc1ccc(Cl)cc1
MEPREDNISONE,1982,1,1,0,0,0,C[C@H]1C[C@H]2[C@@H]3CC=C4CC(=O)C=C[C@]4(C)C3C(=O)C[C@]2(C)[C@@]1(O)C(=O)CO
PRAZIQUANTEL,1982,1,1,0,0,0,O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1
METHOXAMINE HYDROCHLORIDE,1982,1,0,1,0,0,COc1ccc(OC)c(C(O)C(C)N)c1
AMODIAQUINE,1982,1,1,0,0,0,CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O
METOCURINE,1982,0,0,1,0,0,COc1ccc2cc1Oc1cc3c(cc1OC)CC[N+](C)(C)[C@H]3Cc1ccc(cc1)Oc1c(OC)c(OC)cc3c1[C@@H](C2)[N+](C)(C)CC3
CEFOPERAZONE SODIUM,1982,1,0,1,0,0,CCN1CCN(C(=O)NC(C(=O)NC2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)C(=O)C1=O
GUANABENZ,1982,0,1,0,0,0,N=C(N)N/N=C/c1c(Cl)cccc1Cl
DROMOSTANOLONE PROPIONATE,1982,1,0,1,0,0,CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CC[C@H]4CC(=O)C(C)C[C@]4(C)[C@H]3CC[C@]12C
DEXTROMETHORPHAN,1982,0,1,0,0,0,COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3
ACRISORCIN,1982,1,0,0,1,0,CCCCCCc1ccc(O)cc1O
SULFAMERAZINE,1982,1,1,0,0,0,Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1
NICLOSAMIDE,1982,1,1,0,0,0,O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O
DIFLUNISAL,1982,1,1,0,0,0,O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O
LEVOMEPROMAZINE,1982,1,0,1,0,0,COc1ccc2c(c1)N(C[C@H](C)CN(C)C)c1ccccc1S2
DINOPROST TROMETHAMINE,1982,1,0,1,0,0,CCCCC[C@H](O)/C=C/[C@@H]1[C@@H](C/C=C\CCCC(=O)O)[C@@H](O)C[C@H]1O
PARAMETHASONE ACETATE,1982,1,1,0,0,0,CC(=O)OCC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
CYCLOTHIAZIDE,1982,1,1,0,0,0,NS(=O)(=O)c1cc2c(cc1Cl)NC(C1CC3C=CC1C3)NS2(=O)=O
PROPOXYCAINE,1982,0,0,1,0,0,CCCOc1cc(N)ccc1C(=O)OCCN(CC)CC
CHLOROTRIANISENE,1982,1,1,0,0,0,COc1ccc(C(Cl)=C(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1
DIPHEMANIL,1982,0,1,0,0,0,C[N+]1(C)CCC(=C(c2ccccc2)c2ccccc2)CC1
HETACILLIN POTASSIUM,1982,1,1,0,0,0,CC1(C)S[C@@H]2C(N3C(=O)C(c4ccccc4)NC3(C)C)C(=O)N2C1C(=O)O
HEXAFLUORENIUM,1982,0,0,1,0,0,C[N+](C)(CCCCCC[N+](C)(C)C1c2ccccc2-c2ccccc21)C1c2ccccc2-c2ccccc21
